separation, propensity, length, PredSS_r1_-1, PredSS_r1, PredSS_r1_1, PredSS_r2_-1, PredSS_r2, PrSS_fq_cn_H, PrSS_fq_cn_E, PrSS_fq_cn_C, PrCN_fq_cn_0, PrRCH_fq_cn0, PrRCH_fq_cn1, PrSA_fq_cn_0, PrSA_fq_cn_4, PrRCH_r1_-1, PrRCH_r1, PrRCH_r1_1, PrRCH_r2_-1, PrRCH_r2, PrRCH_r2_1, PrCN_r1_-1, PrCN_r1, PrCN_r1_1, PrCN_r2, PrSA_r1, PrSA_r2_-1, PrSA_r2, PrSA_r2_1, PrRCH_fq_gl0, PrRCH_fq_gl4, AA_fq_cn_A, AA_fq_cn_D, AA_fq_cn_E, AA_fq_cn_I, AA_fq_cn_F, PrSS_fq_gl_H, PrCN_fq_gl_0, PrSA_fq_gl_0, PSSM_r1_-4_A, PSSM_r1_-4_N, PSSM_r1_0_D, PSSM_r1_1_W, PSSM_r2_0_A, PSSM_cn_-2_A, PSSM_cn_-2_T, PSSM_cn_0_H, PSSM_cn_2_D, PSSM_cn_2_V, class
133,-0.368081382215582,739,H,H,H,H,H,0.394,0.091,0.515,0.159,0.167,0.091,0.333,0.205,3,3,3,3,3,3,3,3,3,3,3,?,0,3,0.233,0.135,0.098,0.068,0.053,0.053,0.038,0.411,0.18,0.271,-2,-1,0,-3,-2,-4,-4,-2,-4,-5,negative
10,1.2402254703743,456,H,H,H,C,E,0.111,0.0,0.889,0.222,0.222,0.444,0.0,0.556,2,3,1,3,3,4,2,3,1,4,0,3,0,1,0.252,0.206,0.0,0.222,0.111,0.111,0.0,0.364,0.167,0.351,4,-5,-6,-4,1,-7,1,-8,-8,4,positive
20,0.891527706500162,437,C,C,C,C,C,0.0,0.263,0.737,0.105,0.211,0.158,0.421,0.158,4,4,4,3,3,3,4,4,4,4,1,0,0,1,0.197,0.233,0.158,0.053,0.105,0.053,0.0,0.249,0.069,0.343,?,1,-8,-6,-2,-1,2,-5,-5,-2,negative
101,0.428102310078339,222,C,C,H,C,C,0.39,0.11,0.5,0.15,0.23,0.21,0.17,0.21,1,0,3,0,1,3,0,1,3,1,3,4,3,1,0.302,0.095,0.07,0.09,0.06,0.04,0.05,0.234,0.194,0.153,-1,1,1,-4,1,-9,-9,-5,0,-1,negative
38,-0.667642937365069,195,C,C,H,H,H,0.378,0.189,0.432,0.081,0.27,0.135,0.243,0.189,0,0,0,3,3,3,1,0,0,4,4,3,0,1,0.369,0.01,0.189,0.027,0.054,0.027,0.027,0.313,0.215,0.185,-4,-2,?,-2,6,?,-1,-3,-7,-2,negative
80,-0.543503555251413,209,H,H,H,?,C,0.418,0.114,0.468,0.139,0.215,0.203,0.316,0.165,1,2,3,1,0,1,1,2,3,0,2,4,4,3,0.187,0.23,0.076,0.038,0.101,0.063,0.038,0.435,0.096,0.368,1,-1,-2,-6,3,-4,-6,0,-6,5,positive
74,-0.143784113262591,215,H,H,H,H,H,0.685,0.0,0.315,0.315,0.315,0.151,0.123,0.205,3,4,3,4,4,3,4,3,4,4,3,0,0,0,0.288,0.051,0.137,0.123,0.055,0.055,0.082,0.516,0.228,0.177,0,-2,?,6,0,0,-1,0,-2,0,negative
130,-0.574117543306636,412,C,C,C,H,H,0.45,0.078,0.473,0.062,0.147,0.078,0.31,0.132,4,4,4,3,3,3,4,4,4,2,0,1,2,3,0.126,0.413,0.186,0.039,0.093,0.062,0.047,0.376,0.073,0.398,-1,-4,-5,-2,-3,-3,-3,-3,-1,-1,negative
19,0.0499590237830803,112,?,C,C,C,C,0.5,0.0,0.5,0.556,0.5,0.222,0.0,0.444,X,0,0,1,0,0,X,3,0,0,2,4,4,4,?,0.045,0.222,0.056,0.056,0.0,0.056,0.08,0.152,0.223,0,0,-5,-4,0,1,-1,-1,2,-2,negative
44,0.782157885540707,139,E,E,C,E,E,0.0,0.372,0.628,0.116,0.395,0.14,0.209,0.302,4,3,0,3,3,3,4,3,1,3,3,0,2,1,0.417,0.05,0.093,0.093,0.116,0.093,0.0,0.0,0.165,0.173,-1,-1,0,-1,1,3,0,-6,9,-9,negative
138,-0.510977207800183,245,C,C,H,C,C,0.416,0.146,0.438,0.168,0.248,0.139,0.255,0.204,0,3,3,3,0,1,3,3,3,1,3,0,3,3,0.269,0.11,0.168,0.051,0.066,0.022,0.058,0.49,0.184,0.229,-1,-1,7,-7,2,0,-1,-3,1,-2,positive
541,0.626348461004925,764,H,H,H,C,C,0.415,0.087,0.498,0.13,0.193,0.12,0.333,0.157,1,3,2,3,3,3,1,3,2,4,0,2,0,0,0.223,0.226,0.076,0.044,0.072,0.07,0.061,0.365,0.161,0.313,7,-4,-7,-4,-4,-2,-3,-2,2,-3,negative
47,-0.0502330882171169,118,H,H,H,C,C,0.065,0.435,0.5,0.348,0.413,0.109,0.239,0.37,1,1,3,0,0,3,1,0,3,0,3,4,4,3,0.356,0.0,0.022,0.043,0.065,0.0,0.0,0.263,0.331,0.169,0,0,2,-3,0,-2,-2,-2,0,-3,negative
17,0.200231332152731,205,H,H,H,E,E,0.562,0.188,0.25,0.062,0.312,0.062,0.312,0.125,3,3,0,3,4,4,3,2,1,4,3,1,0,0,0.19,0.21,0.062,0.0,0.125,0.188,0.0,0.395,0.088,0.366,7,-4,-2,-5,4,-1,-2,0,3,-4,positive
32,-0.182626019916072,250,H,H,C,E,C,0.0,0.516,0.484,0.129,0.258,0.161,0.29,0.161,3,0,0,4,4,4,3,0,1,4,4,0,0,0,0.288,0.1,0.097,0.032,0.032,0.0,0.065,0.204,0.132,0.272,-2,4,5,-4,1,-5,-5,-2,2,0,negative
110,-0.91658152710323,175,C,C,C,C,C,0.055,0.312,0.633,0.229,0.312,0.183,0.257,0.321,1,0,3,4,0,3,0,1,3,4,3,0,4,0,0.371,0.011,0.028,0.018,0.064,0.009,0.083,0.131,0.286,0.246,-1,-2,2,-2,0,-2,-2,-3,-1,-3,negative
37,0.295432897894212,143,E,E,E,H,H,0.528,0.056,0.417,0.5,0.528,0.028,0.028,0.528,1,3,3,0,0,3,3,4,3,0,0,4,4,4,0.287,0.161,0.167,0.167,0.056,0.056,0.0,0.252,0.224,0.217,1,-5,-5,-5,2,-2,3,-5,-5,4,negative
40,1.11178457528051,105,E,E,C,E,E,0.128,0.154,0.718,0.333,0.385,0.128,0.077,0.359,1,3,1,3,3,3,2,3,1,4,1,0,0,1,0.371,0.038,0.154,0.077,0.077,0.026,0.0,0.048,0.295,0.162,-3,-5,-4,-2,-2,-1,-2,1,0,-1,negative
35,-0.998127178764788,198,C,C,C,C,C,0.0,0.0,1.0,0.176,0.382,0.0,0.0,0.765,0,4,0,4,4,4,0,3,1,4,4,1,3,4,0.298,0.268,0.029,0.088,0.029,0.029,0.088,0.061,0.172,0.126,0,0,1,-2,0,1,3,-2,-7,-1,negative
33,0.702477190922726,299,H,H,H,C,C,0.469,0.125,0.406,0.219,0.344,0.062,0.281,0.312,3,3,0,0,3,1,3,3,0,3,1,4,1,3,0.254,0.161,0.0,0.0,0.062,0.062,0.094,0.452,0.144,0.311,2,-1,-1,1,1,1,-1,-6,-5,4,positive
69,0.690944442931784,288,C,C,C,H,H,0.515,0.118,0.368,0.044,0.103,0.029,0.529,0.044,0,3,3,4,4,4,1,3,3,4,1,1,0,0,0.174,0.257,0.162,0.015,0.059,0.015,0.015,0.517,0.09,0.389,3,1,-4,-3,5,3,0,-3,2,-2,negative
78,0.423951901331434,498,H,H,H,H,H,0.234,0.156,0.61,0.104,0.195,0.091,0.221,0.143,3,0,1,4,4,4,3,1,0,3,3,3,0,3,?,0.305,0.065,0.078,0.052,0.078,0.065,0.193,0.151,0.263,1,3,2,-4,-2,-4,-3,-2,-5,-1,negative
34,-0.717098056127927,132,E,E,E,E,E,0.212,0.333,0.455,0.121,0.242,0.121,0.152,0.182,3,3,3,3,3,3,4,4,4,3,0,1,3,0,0.371,0.023,0.061,0.03,0.061,0.061,0.03,0.258,0.265,0.159,-3,0,-5,-3,-2,0,-2,-5,3,-3,positive
93,-0.0983758514235736,147,E,E,E,E,E,0.0,0.554,0.446,0.152,0.304,0.098,0.185,0.391,1,1,3,3,3,3,2,0,3,4,4,4,3,1,0.361,0.014,0.033,0.011,0.043,0.076,0.033,0.048,0.293,0.15,0,-2,-1,6,0,-1,3,-2,-1,0,negative
9,0.275783804396222,366,E,E,E,E,E,0.0,0.625,0.375,0.0,0.0,0.0,0.5,0.0,3,3,4,3,3,3,4,3,4,3,2,0,3,1,0.238,0.107,0.0,0.125,0.25,0.0,0.0,0.161,0.085,0.306,0,0,-4,-6,-2,-4,-5,-6,-5,-4,positive
25,0.275783804396222,72,X,C,C,E,E,0.0,0.75,0.25,0.083,0.208,0.083,0.292,0.167,X,0,0,0,3,0,X,0,0,3,4,3,1,3,0.375,0.0,0.042,0.083,0.0,0.083,0.0,0.0,0.208,0.194,0,0,0,-4,-1,-1,1,-2,3,-2,positive
50,-0.673775173482879,116,E,E,E,E,E,0.0,?,0.531,0.061,0.286,0.102,0.163,0.245,3,3,3,3,3,3,3,4,3,3,0,0,3,0,0.302,0.0,0.02,0.041,0.122,0.02,0.02,0.0,0.086,0.181,-2,-2,-9,-4,-3,-5,-2,1,-8,-6,negative
339,0.751813636107824,822,H,H,C,C,C,0.234,0.148,0.618,0.172,0.251,0.104,0.231,0.251,3,3,0,3,3,3,3,3,1,4,1,2,0,0,0.253,0.227,0.098,0.074,0.059,0.038,0.041,0.265,0.208,0.26,-4,-6,-10,-6,-4,-1,0,-3,6,-6,positive
104,0.892237310414054,764,H,H,H,E,E,0.34,0.068,0.592,0.078,0.155,0.175,0.34,0.117,3,3,0,4,4,4,3,3,0,4,0,0,0,2,0.223,0.226,0.068,0.068,0.049,0.087,0.049,0.365,0.161,0.313,-4,-6,-7,-4,-6,-2,-2,-2,2,-2,negative
143,-0.463732624129419,620,E,E,E,C,C,0.028,0.563,0.408,0.134,0.232,0.07,0.218,0.176,3,3,3,3,0,3,4,4,4,2,0,1,4,1,0.274,0.144,0.07,0.056,0.077,0.056,0.07,0.068,0.145,0.177,-2,-3,-5,-3,-3,-4,-4,-4,-1,-5,negative
56,-0.182626019916072,238,C,C,C,C,C,0.0,0.273,0.727,0.218,0.364,0.091,0.164,0.327,0,0,0,0,0,0,1,2,0,0,4,4,4,4,0.311,0.126,0.073,0.073,0.036,0.073,0.018,0.021,0.181,0.181,-1,-1,-2,-5,2,-1,-1,3,-2,0,negative
46,-0.271137574296677,213,E,E,E,C,C,0.378,0.156,0.467,0.089,0.156,0.133,0.244,0.111,3,3,3,3,3,3,3,3,3,4,3,1,3,1,0.225,0.127,0.089,0.044,0.067,0.022,0.156,0.413,0.164,0.286,0,1,-4,-3,-2,-2,1,-4,-4,-4,negative
69,0.49415910083227,135,C,E,E,E,C,0.074,0.309,0.618,0.25,0.382,0.206,0.176,0.324,3,3,3,3,3,0,3,4,4,4,0,0,1,3,0.385,0.037,0.059,0.0,0.0,0.044,0.044,0.178,0.274,0.141,-3,-2,-5,-3,-5,-3,-3,?,-1,-1,positive
80,0.702279193875034,196,C,C,C,H,H,0.519,0.0,0.481,0.19,0.291,0.139,0.329,0.177,3,3,3,3,3,3,4,4,4,3,0,2,0,0,0.245,0.092,0.051,0.101,0.076,0.089,0.025,0.531,0.158,0.316,0,0,-8,-6,-6,-5,-5,-5,-4,0,positive
91,-0.944179313473616,133,H,H,H,C,C,0.7,0.0,0.3,0.033,0.133,0.244,0.289,0.122,2,1,3,3,1,3,2,0,3,1,3,1,3,3,0.15,0.008,0.067,0.044,0.044,0.022,0.044,0.654,0.068,0.241,2,0,0,11,-3,-1,-2,-1,-4,-6,negative
119,0.82397436666821,482,C,C,C,E,E,0.076,0.229,0.695,0.229,0.28,0.136,0.212,0.39,1,3,3,4,4,4,4,4,4,4,1,1,0,3,0.324,0.133,0.127,0.093,0.008,0.059,0.034,0.035,0.23,0.143,0,0,-5,-5,-1,4,0,1,0,-2,negative
162,-0.760833039266056,243,H,H,H,C,C,0.286,0.23,0.484,0.236,0.292,0.193,0.18,0.242,3,0,1,0,0,0,3,0,1,0,3,4,4,4,0.272,0.062,0.043,0.075,0.149,0.043,0.056,0.247,0.185,0.198,0,-1,1,-4,-1,-1,1,0,-1,1,positive
107,-0.601614815050865,247,C,C,C,H,H,0.358,0.208,0.434,0.085,0.132,0.104,0.415,0.123,3,4,4,3,0,1,4,4,4,0,1,0,3,3,0.198,0.227,0.085,0.057,0.038,0.085,0.038,0.287,0.121,0.336,-3,4,-5,-7,0,-2,0,2,-4,3,negative
48,-1.88815652750283,100,H,H,H,H,H,0.681,0.0,0.319,0.298,0.213,0.234,0.234,0.191,1,0,1,1,1,3,1,0,1,1,4,4,3,0,0.33,0.0,0.021,0.043,0.043,0.043,0.064,0.63,0.42,0.17,-2,-1,3,-3,-2,?,-1,-4,-2,-3,positive
47,-0.0744581203308277,143,C,C,C,E,C,0.457,0.283,0.261,0.391,0.37,0.043,0.152,0.413,0,1,0,4,4,4,?,0,0,4,4,0,1,3,0.287,0.161,0.087,0.152,0.043,0.065,0.0,0.252,0.224,0.217,0,-2,-1,1,-3,-1,-2,-1,-2,-3,negative
31,-0.755462394916418,359,H,H,H,C,C,0.467,0.133,0.4,0.133,0.233,0.167,0.3,0.2,3,1,1,1,3,3,?,1,1,4,3,3,0,0,0.187,0.234,0.2,0.0,0.067,0.0,0.033,0.326,0.103,0.315,2,-5,2,-6,6,-3,-3,0,-7,4,positive
17,-0.20707452348578,377,C,C,C,C,C,0.0,0.5,0.5,0.062,0.312,?,0.312,0.188,3,0,4,0,3,0,3,3,4,3,3,4,1,4,0.279,0.21,0.188,0.125,0.0,0.0,0.062,0.284,0.202,0.273,-1,0,2,-1,3,1,-1,0,-5,3,positive
106,-0.210874394342964,217,E,E,E,E,E,0.229,0.343,0.429,0.333,0.324,0.181,0.2,0.352,3,3,0,3,0,0,3,3,0,0,0,0,3,3,0.281,0.041,0.048,0.038,0.124,0.057,0.038,0.18,0.286,0.194,-2,-4,-3,-3,1,-2,-2,-4,-5,-1,negative
90,0.177533017880865,125,C,C,C,C,E,0.169,0.348,0.483,0.135,0.27,0.135,0.247,0.191,0,0,3,3,3,3,1,1,3,3,4,0,3,0,0.392,0.024,0.09,0.101,0.079,0.045,0.045,0.12,0.296,0.184,0,-1,0,-4,-2,-1,-2,-1,-6,-7,negative
18,0.81959887961335,91,E,E,E,E,E,0.0,0.647,0.353,0.176,0.235,0.176,0.176,0.294,3,3,2,4,3,4,3,4,3,4,0,3,1,0,0.374,0.033,0.118,0.059,?,0.0,0.0,0.0,0.33,0.187,-2,-2,-4,-3,-2,-1,-1,-1,-4,1,negative
32,-0.0816063430061685,156,E,E,E,E,E,0.0,0.581,0.419,0.194,0.387,0.097,0.194,0.29,3,3,0,0,3,3,3,4,1,3,1,3,2,3,0.353,0.0,0.065,0.097,0.129,0.0,0.032,0.096,0.244,0.147,0,0,-4,-3,-2,-9,-9,-2,-5,-1,negative
20,-0.378754566920846,184,H,H,H,H,H,0.632,0.0,0.368,0.526,0.368,0.263,0.158,0.316,0,2,3,3,3,3,0,2,3,0,3,1,3,1,0.228,0.065,0.0,0.158,0.0,0.053,0.105,0.799,0.255,0.255,1,-1,-1,-1,1,7,-5,-1,-10,-3,positive
110,-0.26793045567281,678,H,H,H,?,C,0.321,0.101,0.578,0.083,0.101,0.046,0.477,0.11,4,4,4,0,0,3,4,4,4,1,0,4,4,1,0.178,0.388,0.11,0.037,0.055,0.064,0.018,0.391,0.127,0.378,4,-3,-4,-2,0,0,-1,-2,-5,-6,negative
197,-0.397821016614998,225,H,H,H,C,C,0.531,0.015,0.454,0.163,0.26,0.153,0.23,0.194,3,1,1,3,0,1,3,1,1,1,3,3,4,3,0.249,0.089,0.077,0.066,0.066,0.087,0.036,0.556,0.16,0.24,-2,-3,-2,-6,1,-3,-3,-4,-6,-6,negative
391,-0.568600568117784,482,E,E,E,E,C,0.021,0.318,0.662,0.249,0.333,0.092,?,0.397,3,3,?,3,0,0,4,3,?,1,3,3,3,4,0.324,0.133,0.095,0.077,0.044,0.041,0.033,0.035,0.23,0.143,-1,-1,-1,-4,2,-1,-3,-3,-6,-5,negative
146,0.927154390286748,739,H,C,C,H,H,0.234,0.179,0.586,0.103,0.186,0.11,0.262,0.214,3,3,4,3,3,1,3,4,3,3,0,1,0,3,0.233,0.135,0.117,0.055,0.048,0.062,0.028,0.411,0.18,0.271,-1,-2,-4,-3,-4,4,4,0,4,-3,negative
63,-0.578388162435103,172,H,H,H,C,C,0.758,0.0,0.242,0.274,0.226,0.113,0.306,0.21,3,3,1,0,0,3,4,3,1,1,3,4,4,4,0.308,0.064,0.081,0.048,0.048,0.032,0.032,0.576,0.407,0.233,-2,0,-1,-3,-1,?,-1,-2,-2,-3,negative
104,-0.0728073962006339,402,C,C,C,C,C,0.427,0.0,0.573,0.204,0.291,0.097,0.252,0.262,3,0,1,0,2,2,3,0,0,2,4,4,1,3,0.214,0.226,0.049,0.078,0.097,0.039,0.049,0.433,0.132,0.291,0,0,-3,-5,-3,2,2,1,-6,2,negative
378,-0.33432011939178,711,H,H,H,E,E,0.393,0.106,0.501,0.422,0.355,0.186,0.106,0.422,3,2,0,3,3,3,3,2,0,3,3,2,3,0,0.342,0.006,0.066,0.064,0.066,0.074,0.066,0.387,0.405,0.139,-2,-3,-3,-4,-1,-1,?,-1,0,0,negative
34,-0.219893050448415,170,H,H,H,H,H,0.576,0.212,0.212,0.061,0.212,0.061,0.333,0.121,3,1,3,3,1,0,3,2,2,1,3,1,3,3,0.247,0.106,0.212,0.0,0.061,0.091,0.0,0.3,0.1,?,-2,-1,-3,-2,0,4,-1,?,2,-5,negative
310,-0.574117543306636,435,H,H,H,C,C,0.608,0.006,0.385,0.126,0.149,0.146,0.379,0.136,?,1,0,3,3,3,3,1,0,3,3,3,3,0,0.186,0.297,0.104,0.049,0.042,0.032,0.032,0.552,0.168,0.333,0,-3,1,-3,-5,0,1,-1,5,-3,negative
201,-0.458693071566617,315,C,C,C,E,C,0.05,0.52,0.43,0.17,0.25,0.16,0.24,0.25,1,3,0,4,3,1,0,2,0,3,3,0,3,3,0.26,0.121,0.07,0.075,0.08,0.04,0.025,0.044,0.187,0.232,0,-2,-2,-4,-4,0,-4,-5,0,-3,negative
82,-0.629911888280551,111,C,C,C,E,E,0.0,0.469,0.531,0.16,0.383,0.173,0.136,0.333,3,0,1,3,1,0,3,1,1,1,4,3,3,4,0.351,0.0,0.086,0.099,0.111,0.074,0.062,0.0,0.117,0.153,1,0,1,-6,-2,-3,-3,4,-2,-3,negative
48,0.0235861604549471,482,E,E,C,E,C,0.0,0.468,0.532,0.149,0.298,0.085,0.149,0.277,3,0,3,3,0,0,3,1,3,1,3,3,3,4,0.324,0.133,0.064,0.064,0.064,0.021,0.106,0.035,0.23,0.143,-4,-5,-2,-3,2,5,-1,0,-1,-2,negative
567,0.0574235889636136,739,C,C,C,C,C,0.394,0.115,0.491,0.186,0.23,0.124,0.272,0.235,3,4,4,0,3,0,4,4,4,3,3,3,0,3,0.233,0.135,0.108,0.074,0.053,0.058,0.023,0.411,0.18,0.271,-2,-3,-3,-5,1,3,-2,-2,2,-2,negative
164,-0.463732624129419,477,E,C,C,C,C,0.515,0.117,0.368,0.209,0.276,0.147,0.221,0.172,4,4,0,3,0,0,3,4,1,1,1,0,4,4,0.243,0.176,0.074,0.055,0.092,0.08,0.031,0.419,0.201,0.252,-3,-6,-5,-6,1,3,-5,-5,2,-6,negative
55,0.674989008568121,223,E,E,E,C,E,0.0,0.574,0.426,0.241,0.426,0.148,0.13,0.315,3,2,3,?,0,3,2,2,3,1,3,3,3,1,0.404,0.04,0.019,0.13,0.037,0.037,0.037,0.013,0.238,0.135,-1,2,-2,-3,0,0,0,-2,-3,3,positive
72,-0.201664281504726,555,C,C,C,E,E,0.028,0.324,0.648,0.38,0.338,0.099,0.225,0.408,0,0,3,3,1,3,0,0,2,3,4,0,3,0,0.355,0.049,0.141,0.042,0.028,0.085,0.014,0.061,0.306,0.213,-2,4,3,-3,1,-1,-1,-1,-3,-1,positive
6,0.626348461004925,129,H,H,C,H,H,0.2,0.0,0.8,0.6,0.6,0.2,?,0.4,3,3,0,1,3,0,3,3,0,3,0,3,0,4,0.333,0.031,0.2,0.2,0.0,0.2,0.0,0.295,0.318,0.194,-1,0,-4,-3,-1,-3,-3,-1,-3,-4,positive
112,-0.591533697835984,487,H,H,H,C,C,0.207,0.162,0.631,0.09,0.171,0.063,0.45,0.099,3,1,0,0,0,0,3,0,0,0,3,4,4,4,0.23,0.277,0.135,0.063,0.027,0.018,0.027,0.409,0.162,0.339,0,-2,1,-5,0,-3,-2,1,2,-1,negative
150,-0.0133210157374004,498,C,C,C,H,C,0.067,0.242,0.691,0.06,0.094,0.054,0.389,0.081,3,1,1,3,3,0,3,1,2,3,3,3,1,4,0.213,0.305,0.047,0.054,0.054,0.027,0.06,0.193,0.151,0.263,-4,-4,-3,-4,3,0,-2,-3,-4,-2,negative
40,-0.378754566920846,80,H,H,H,H,H,?,0.0,0.308,0.231,0.308,0.077,0.436,0.205,1,3,0,3,1,0,1,3,0,1,1,?,3,4,0.338,0.087,0.077,0.0,0.0,0.077,0.077,0.8,0.312,0.35,-2,-4,-3,-3,-1,0,0,0,-2,-3,positive
230,-0.35839073172442,299,E,E,E,H,H,0.472,0.17,0.358,0.144,0.24,0.096,0.323,0.183,4,4,4,3,0,1,4,4,4,0,0,1,4,3,0.254,0.161,0.114,0.066,0.066,0.061,0.022,0.452,0.144,0.311,-3,0,-6,-3,0,2,1,-4,-2,-1,negative
47,0.21624941551255,415,H,H,H,C,C,0.413,0.196,0.391,0.043,0.13,0.13,0.391,0.043,4,4,4,4,4,3,4,4,4,4,0,1,2,1,0.188,0.299,0.065,0.043,0.13,0.087,0.043,0.386,0.106,0.313,3,-2,-4,0,-3,1,6,-4,-5,?,negative
23,-0.631824374194334,105,H,H,H,C,C,0.455,0.0,0.545,0.136,0.318,0.182,0.318,0.227,0,1,3,0,0,0,0,1,3,0,3,4,4,4,0.324,0.029,0.0,0.045,0.045,0.136,0.045,0.381,0.257,0.21,0,-2,2,-4,0,6,0,3,-7,-4,negative
21,-0.261888415190075,555,E,E,E,E,E,0.4,0.2,0.4,0.3,0.35,0.15,0.3,0.35,3,3,3,3,3,3,3,3,3,4,3,0,0,0,0.355,0.049,0.2,0.15,0.0,0.0,0.0,0.061,0.306,0.213,-1,-1,-1,-3,-1,-1,-1,-1,-1,-1,positive
44,-0.448489264136552,128,H,H,H,H,H,0.535,0.0,0.465,0.256,0.233,0.209,0.14,0.163,1,0,1,0,1,3,1,0,2,2,4,4,3,0,0.336,0.0,0.023,0.023,0.07,0.047,0.023,0.32,0.328,0.141,-1,1,-1,-3,0,0,0,0,-1,-1,negative
252,-1.44263457639982,418,H,H,H,H,H,0.339,0.231,0.43,0.016,0.092,0.12,0.458,0.076,4,3,3,0,3,3,4,1,3,3,3,4,1,0,0.124,0.254,0.112,0.052,0.06,0.08,0.032,0.321,0.019,0.414,-2,-1,5,-2,-5,-6,-6,0,-7,-2,negative
25,-0.0055895080301872,495,H,C,C,C,C,0.0,?,0.875,0.333,0.292,0.125,0.083,0.375,4,4,4,0,1,0,4,4,4,0,1,4,4,4,0.285,0.115,0.0,0.042,0.042,0.0,0.083,0.168,0.186,0.182,-3,-3,1,-5,-2,1,2,-5,-5,-1,negative
45,-0.0469036221376437,113,C,C,C,H,C,0.409,0.114,0.477,0.136,0.25,0.114,0.295,0.114,3,3,?,1,0,3,3,3,3,1,0,3,4,1,0.212,0.177,0.091,0.091,0.045,0.091,0.023,0.212,0.062,0.363,7,-6,-7,-6,-1,-4,-5,-4,-6,5,negative
90,0.394389014016248,329,H,H,C,C,C,0.427,0.0,0.573,0.022,0.146,0.022,0.517,0.101,3,3,0,4,4,4,3,3,1,4,0,3,0,0,0.191,0.325,0.213,0.022,0.045,0.022,0.0,0.471,0.073,0.407,-2,-6,-6,-5,0,2,1,-3,-4,-3,negative
8,-0.513657674901729,159,C,C,C,E,E,0.0,0.857,0.143,0.0,0.0,0.143,0.714,0.0,1,0,1,4,4,4,2,0,2,4,4,0,0,1,0.195,0.208,0.0,0.143,0.0,0.0,0.0,0.384,0.189,0.321,1,?,5,-5,0,-1,2,-1,-3,-2,negative
144,-0.568282058459033,296,E,E,C,E,E,0.14,0.329,0.531,0.14,0.245,0.07,0.182,0.21,4,4,3,4,4,3,4,4,4,4,1,1,3,0,0.243,0.203,0.112,0.07,0.035,0.063,0.035,0.068,0.149,0.223,-1,0,-6,-3,-1,?,0,0,4,-3,negative
46,0.805348166013946,212,E,E,E,C,C,0.467,0.156,0.378,0.222,0.244,0.156,0.289,0.178,4,4,4,0,3,1,4,4,4,3,0,4,3,4,0.302,0.09,0.044,0.022,0.022,0.067,0.044,0.349,0.236,0.193,1,-3,-5,-1,0,0,2,-3,-1,0,negative
51,-0.547757053028698,136,C,E,E,C,C,0.52,0.14,0.34,0.1,0.24,0.12,0.3,0.14,0,1,3,3,3,3,0,0,3,4,4,0,3,?,0.294,0.074,0.08,0.02,0.16,0.0,0.1,0.529,0.221,0.213,0,-2,0,3,-2,-2,-2,-7,-6,-3,negative
169,0.275783804396222,282,?,C,H,H,H,0.298,0.185,0.518,0.137,0.286,0.065,0.226,0.196,3,3,3,2,1,3,3,3,3,1,3,2,3,0,0.277,?,0.131,0.054,0.048,0.036,0.036,0.284,0.121,0.223,2,-1,-3,-7,3,2,1,-2,-5,4,negative
71,-0.257107278286766,425,C,C,C,C,C,0.529,0.186,0.286,0.086,0.186,0.114,0.286,0.129,3,1,3,0,3,3,4,1,3,2,3,4,3,1,0.209,0.238,0.086,0.014,0.143,0.057,0.043,0.238,0.118,0.287,-1,-3,-3,-6,-1,-2,-1,-5,1,-1,negative
28,-0.755462394916418,93,C,C,C,H,H,?,0.074,0.704,0.296,0.407,0.111,0.185,0.481,0,0,0,1,0,1,1,1,1,0,4,3,4,3,0.419,0.032,0.074,0.037,0.037,0.037,0.0,0.097,0.258,0.172,-2,-4,3,-3,0,0,0,-1,-5,-2,positive
25,-0.365445070436067,147,E,E,E,C,E,0.0,0.75,0.25,0.292,0.333,0.208,0.25,0.5,3,3,3,1,3,3,4,3,3,3,3,4,3,0,0.361,0.014,0.042,0.0,0.083,0.125,0.0,0.048,0.293,0.15,1,-1,-1,6,-1,1,3,-3,2,-2,negative
31,1.11178457528051,202,C,C,E,C,C,0.2,0.2,0.6,0.333,0.333,0.133,0.133,0.3,3,3,3,3,3,3,3,4,4,3,0,3,0,1,0.307,0.089,0.133,0.1,0.1,0.033,0.033,?,0.203,0.178,-2,-2,-6,0,-3,-5,-4,3,0,-1,negative
9,-1.44429440741442,131,C,C,C,E,E,0.0,0.25,0.75,0.125,0.25,0.0,0.125,0.25,3,3,3,3,1,3,3,3,3,1,2,0,3,3,0.321,0.198,0.125,0.0,0.125,0.0,0.0,0.191,0.198,?,-3,-4,-3,-1,-2,-2,-1,-2,-5,0,positive
148,-0.675226558302063,155,C,C,C,H,H,0.395,0.163,0.442,0.197,0.32,0.143,0.259,0.197,3,1,1,0,1,2,3,1,0,1,3,4,3,2,0.329,0.039,0.048,0.088,0.061,0.082,0.041,0.387,0.206,0.252,0,0,0,-5,-1,0,-1,-7,-2,-2,negative
195,0.0499590237830803,678,C,C,H,C,C,0.381,0.119,0.5,0.052,0.119,0.082,0.454,0.072,4,4,4,3,4,3,4,4,4,4,1,1,0,3,0.178,0.388,0.103,0.057,0.057,0.062,0.026,0.391,0.127,0.378,-4,?,-5,-5,-3,-1,-1,-5,-4,-6,positive
